,Treatment,imagingType,imageFileName,zone,CV,Iso,Contrast,Correlation,Energy,Homogeneity,Entropy,Std,Mean,Range
452,AK23+SS,IF,40X IF SS+AK23 - 02.tif,zone 4,0.186389237348997,8.84,0.324121875318845,0.870837384512343,0.171838160439918,0.848177450430228,5.45036844037052,0.139479178625393,0.346578361570382,0.918724683733144
453,AK23+SS,IF,40X IF SS+AK23 - 03.tif,zone 1,0.177145547746397,11.12,0.33864092439547,0.853514868987357,0.16542906283106,0.84384722409278,5.24031706040693,0.131437968332568,0.336991547077708,0.920803824230115
454,AK23+SS,IF,40X IF SS+AK23 - 03.tif,zone 2,0.156810932200482,9.32,0.354419946944189,0.848405918178405,0.151540920450362,0.837248590279903,5.54020811312996,0.134016731915991,0.368161862358067,0.915311711861287
455,AK23+SS,IF,40X IF SS+AK23 - 03.tif,zone 3,0.201737819964624,12.36,0.335233363942455,0.841684723975332,0.208284885751519,0.849280387375438,5.0330059087215,0.12752669997366,0.284010325130432,0.947073856469
456,AK23+SS,IF,40X IF SS+AK23 - 03.tif,zone 4,0.207979158697001,11.08,0.327702673196613,0.870515110411192,0.180321560217635,0.851133215148114,5.3142642145334,0.138155439982304,0.286289776671943,0.950605614278558
457,AK23+SS,IF,40X IF SS+AK23 - 04.tif,zone 1,0.189078673618035,9.72,0.325820385674931,0.85645087402344,0.175341483153693,0.850465785464068,5.41120950954945,0.12954922600723,0.305137349845066,0.940489403564306
458,AK23+SS,IF,40X IF SS+AK23 - 04.tif,zone 2,0.231623527599503,8.8,0.316672472196715,0.872492111428942,0.171490581821884,0.855251756283372,5.7259744019234,0.141012682998721,0.320211903232171,0.929530876917208
459,AK23+SS,IF,40X IF SS+AK23 - 04.tif,zone 3,0.192359129877665,11.44,0.323572502805836,0.853447524551886,0.196180148870648,0.852411812740197,5.61526711044112,0.131250012065902,0.298860962635587,0.941642704558639
460,AK23+SS,IF,40X IF SS+AK23 - 04.tif,zone 4,0.169805715900344,10.12,0.309641965105601,0.865202879186882,0.188684888467328,0.858956573818998,5.59705989359159,0.132488100489808,0.289874515057161,0.942118039504166
461,AK23+SS,IF,40X IF SS+AK23 - 05.tif,zone 1,0.202632203028629,10.44,0.353045179063361,0.841800290429372,0.167428686963409,0.838653606774819,5.30777453777402,0.129658145965227,0.33459662758698,0.924522376091657
462,AK23+SS,IF,40X IF SS+AK23 - 05.tif,zone 2,0.189672027862821,11.04,0.352120059177635,0.826449570715344,0.180094254358495,0.839035521545421,4.96271618896703,0.123624081440902,0.334498142870965,0.926197590177842
463,AK23+SS,IF,40X IF SS+AK23 - 05.tif,zone 3,0.211352473752142,10.68,0.295966891133558,0.867727378462088,0.19592630637494,0.862089811413801,5.45924181478182,0.131105356617347,0.308381342688435,0.922894853411601
464,AK23+SS,IF,40X IF SS+AK23 - 05.tif,zone 4,0.185554653509681,8.96,0.307819906132027,0.877163077199181,0.171618370602768,0.85634045352515,5.36748635009346,0.138985527627048,0.319943793499005,0.936310070735298
