,Treatment,imagingType,imageFileName,zone,CV,Iso,Contrast,Correlation,Energy,Homogeneity,Entropy,Std,Mean,Range
196,SS,F-actin,40X F-actin SS - 03.tif,zone 4,0.201793251980097,3.6,0.230470911131517,0.908883952745908,0.321769188671911,0.906504709723498,5.66013664220906,0.140211463738158,0.170210706465359,0.987606105673949
197,SS,F-actin,40X F-actin SS - 04.tif,zone 1,0.191726900100091,4.16,0.226088848076727,0.902873178128872,0.338873210947342,0.904492141448151,5.33916260875329,0.1303541256837,0.169555394023733,0.982954161317299
198,SS,F-actin,40X F-actin SS - 04.tif,zone 2,0.183011359088551,6.4,0.276874563820018,0.888637123200758,0.250138489768956,0.880043817807707,5.44520895952693,0.13550094488641,0.20838701378526,0.98102199257581
199,SS,F-actin,40X F-actin SS - 04.tif,zone 3,0.183719357413,4.4,0.221532802775227,0.894382158571521,0.32612340315041,0.904869483045948,5.3496889530672,0.125590887583787,0.167605338416358,0.98566150232387
200,SS,F-actin,40X F-actin SS - 04.tif,zone 4,0.212977964301306,3.48,0.188715018875625,0.906529213135174,0.380886148766343,0.918801733156481,5.26848316789486,0.125643274913488,0.146955402587459,0.985115755748283
201,SS,F-actin,40X F-actin SS - 05.tif,zone 1,0.196265515566165,5.24,0.259036333027242,0.892736263361977,0.302006506505565,0.891316757133626,5.23667674468345,0.137094709227344,0.193512670364042,0.979857168715687
202,SS,F-actin,40X F-actin SS - 05.tif,zone 2,0.144895253788889,4.88,0.28324838281808,0.871139849804278,0.252706089214685,0.878646134748155,5.53123830825627,0.128320902299617,0.197517096694811,0.981622055147498
203,SS,F-actin,40X F-actin SS - 05.tif,zone 3,0.207466676626734,5.52,0.22600020406081,0.888558670514962,0.335709254239548,0.90179553906064,5.02906967590001,0.122254760838367,0.170818535767753,0.983197967664009
204,SS,F-actin,40X F-actin SS - 05.tif,zone 4,0.164162388673521,4.88,0.27990121416182,0.891528409319916,0.276130490574144,0.880282712478319,5.55495503693016,0.136096620439861,0.201359084880162,0.980963513872691
205,SS,IF,40X IF SS - 01.tif,zone 1,0.148592022714363,7.68,0.343093735333129,0.887870790457111,0.172808267552074,0.848035122776587,4.91688116158676,0.154033269349216,0.260936981535959,0.983074906095779
206,SS,IF,40X IF SS - 01.tif,zone 2,0.136626222649445,7.4,0.330205213753699,0.883104371514985,0.158716115451135,0.849050579872802,5.50011958533887,0.146687251961841,0.284523150091289,0.975553341974302
207,SS,IF,40X IF SS - 01.tif,zone 3,0.146189023249778,6.68,0.307888215488216,0.893874598565582,0.188533002627265,0.86048784885896,5.39780876443554,0.151714666981027,0.270418024489034,0.976994006003994
208,SS,IF,40X IF SS - 01.tif,zone 4,0.189528352989904,7.68,0.336197153351699,0.869484715186821,0.163696825814408,0.846158664592048,5.1130588680421,0.145342637197788,0.302917950517114,0.964979941037856
209,SS,IF,40X IF SS - 02.tif,zone 1,0.14833541290973,8.36,0.321938332823181,0.871112885565424,0.179127872329092,0.852693976805088,5.00652400158867,0.138464036622251,0.265628250181822,0.972865210450052
210,SS,IF,40X IF SS - 02.tif,zone 2,0.211308018235532,8.68,0.321190694827058,0.864855701956794,0.183723635573767,0.852119360779512,4.99746665382323,0.135371157396747,0.26934651284501,0.972932961445222
211,SS,IF,40X IF SS - 02.tif,zone 3,0.165615210255747,7.16,0.306637404346495,0.892264314885104,0.205197507787191,0.859919088698432,5.03139221766039,0.149719339731307,0.263736404379948,0.983518969379748
212,SS,IF,40X IF SS - 02.tif,zone 4,0.166963718418093,7,0.312360106111621,0.887934732997559,0.163097961765279,0.854296241029827,4.78298121806914,0.156966613688046,0.284804807016797,0.978229821298117
213,SS,IF,40X IF SS - 03.tif,zone 1,0.198601964210367,6.36,0.241422324252627,0.888406758388214,0.253699894065238,0.887835660986974,5.01320360204224,0.127463716731762,0.208469972160007,0.979275448594705
214,SS,IF,40X IF SS - 03.tif,zone 2,0.194962967474893,4.6,0.266041169268442,0.893014599037436,0.200436139914088,0.876238942454852,5.07462695249466,0.135901114005307,0.22121541252042,0.980480564973479
215,SS,IF,40X IF SS - 03.tif,zone 3,0.166702553082531,6.96,0.278138802163045,0.876248537375366,0.245197812048777,0.874010700778832,4.73869840193668,0.128762289613672,0.223664231912705,0.978045196276588
216,SS,IF,40X IF SS - 03.tif,zone 4,0.176677442971997,5.56,0.266944444444444,0.890955798707203,0.240101527729914,0.877221008910655,4.90243665790901,0.136165001042657,0.235881683110701,0.97274538943315
217,SS,IF,40X IF SS - 04.tif,zone 1,0.168259798863327,6.875,0.327076860779512,0.878961729760071,0.170939575816852,0.851210068204492,5.23284742715398,0.144090154927513,0.267499305309398,0.979379288109029
218,SS,IF,40X IF SS - 04.tif,zone 2,0.128580622843333,5.68,0.36133649627589,0.878353153896723,0.140177130854749,0.835545694316906,4.98908147919828,0.151657478623345,0.308084515218245,0.979206728433355
219,SS,IF,40X IF SS - 04.tif,zone 3,0.170513128686368,6.95833333333333,0.334444890827467,0.88644217381952,0.152020864162137,0.848672063649968,5.04478573358723,0.154676265562977,0.268344963223692,0.988946227792819
220,SS,IF,40X IF SS - 04.tif,zone 4,0.150689846862065,6.96,0.309560636669728,0.88334538689348,0.190298798563956,0.859856196646601,5.18163869089152,0.140374411958302,0.248345666953124,0.97975107140996
221,SS,IF,40X IF SS - 05.tif,zone 1,0.159710699422702,6.44,0.306688409345985,0.896707906082287,0.166673099552693,0.858071585382444,5.31690516162991,0.15036279906412,0.262896160588993,0.9836722807995
222,SS,IF,40X IF SS - 05.tif,zone 2,0.152573245856136,4.76,0.26985141312111,0.914435329223607,0.213035590380409,0.877523057705482,5.26537867151536,0.15813062666534,0.227968306993721,0.995113035785276
223,SS,IF,40X IF SS - 05.tif,zone 3,0.170195635998549,6,0.295910223446587,0.890421252569935,0.18404558640471,0.865206811889943,5.35407362138272,0.143475372727594,0.25982497706038,0.973858056587837
224,SS,IF,40X IF SS - 05.tif,zone 4,0.124183107777752,8.88,0.35121270278543,0.870956315019103,0.151788471916394,0.839317633404755,5.26595574429096,0.148641303928837,0.31947104158289,0.964879736293071
225,AK23,Dsg3,40X Dsg3 AK23 - 01.tif,zone 1,NA,NA,0.786148076726864,0.635874092741644,0.114018760183696,0.721304206373499,4.29339532223867,0.125985285116061,0.366943226728106,0.931413218818044
226,AK23,Dsg3,40X Dsg3 AK23 - 01.tif,zone 2,NA,NA,0.705730731558004,0.675550442892735,0.120936031429534,0.737926395095739,4.34744131731859,0.127729997839996,0.337379271208086,0.944567112477088
227,AK23,Dsg3,40X Dsg3 AK23 - 01.tif,zone 3,NA,NA,0.796060095908581,0.672620594364576,0.101630848142754,0.717370461687583,4.24508436993268,0.134932677732707,0.345847442651243,0.963897596853328
228,AK23,Dsg3,40X Dsg3 AK23 - 01.tif,zone 4,NA,NA,0.734205111723293,0.696077394787026,0.119631327544521,0.734859290815806,4.32747079002874,0.135913154834653,0.326593976191796,0.959066001663349
229,AK23,Dsg3,40X Dsg3 AK23 - 02.tif,zone 1,NA,NA,0.674934894398531,0.730499680018527,0.120080391411583,0.743944029690848,4.4932063803075,0.13827091930592,0.334388028254862,0.953584483763584
230,AK23,Dsg3,40X Dsg3 AK23 - 02.tif,zone 2,NA,NA,0.647998347107438,0.721116362911033,0.127693578637777,0.749492112199435,4.45531215329046,0.13075064067086,0.318682325966511,0.952821558059469
231,AK23,Dsg3,40X Dsg3 AK23 - 02.tif,zone 3,NA,NA,0.609822191613101,0.760900048098617,0.1197253664672,0.755939643063633,4.6830399998642,0.141704600484347,0.335214068256106,0.951826306490363
232,AK23,Dsg3,40X Dsg3 AK23 - 02.tif,zone 4,NA,NA,0.782858953168044,0.647064885654695,0.112966575617793,0.722842684760059,4.29561868016169,0.128689994475611,0.361957707270505,0.939081496116992
233,AK23,Dsg3,40X Dsg3 AK23 - 03.tif,zone 1,NA,NA,0.837673237424753,0.659840547788848,0.107241252179764,0.714752105567459,4.15820297725949,0.13373841275275,0.329993135665565,0.967279730591605
234,AK23,Dsg3,40X Dsg3 AK23 - 03.tif,zone 2,NA,NA,0.912741730435669,0.629904890218134,0.102547689729562,0.706119829196243,4.12566471838973,0.135725495254052,0.345537618203026,0.967798701882178
235,AK23,Dsg3,40X Dsg3 AK23 - 03.tif,zone 3,NA,NA,0.765326599326599,0.671851899640779,0.122544718643199,0.729292717579839,4.14035025200289,0.130570484111618,0.299653458218793,0.974837287225626
236,AK23,Dsg3,40X Dsg3 AK23 - 03.tif,zone 4,NA,NA,0.757034343434344,0.67186262072181,0.112392310501222,0.729367741386933,4.26927448784772,0.132055589668985,0.322502381195983,0.974133510096274
237,AK23,Dsg3,40X Dsg3 AK23 - 04.tif,zone 1,NA,NA,0.75964818896031,0.663059949801813,0.118291793137861,0.728153284188688,4.29541003845417,0.129149475039734,0.344833573563206,0.944554707741501
238,AK23,Dsg3,40X Dsg3 AK23 - 04.tif,zone 2,NA,NA,0.689651984491378,0.688758895251364,0.1290082716848,0.740257684760058,4.32013287906151,0.128349743472744,0.331199901214773,0.948022441289654
239,AK23,Dsg3,40X Dsg3 AK23 - 04.tif,zone 3,NA,NA,0.835552831343741,0.602187798683747,0.121706839244653,0.715917553140836,4.02196808631299,0.123846601483103,0.335594417185742,0.954167962011513
240,AK23,Dsg3,40X Dsg3 AK23 - 04.tif,zone 4,NA,NA,0.780103336394246,0.620162491062937,0.121354960129326,0.724661987236482,4.07267140516146,0.122802006769095,0.316318954222135,0.958900882254083
241,AK23,Dsg3,40X Dsg3 AK23 - 05.tif,zone 1,NA,NA,0.719398724619936,0.621937469463009,0.150851569306019,0.741209194810053,4.11921266125317,0.121007328681981,0.307535187413402,0.957976767659403
242,AK23,Dsg3,40X Dsg3 AK23 - 05.tif,zone 2,NA,NA,0.67871008060402,0.642828343166674,0.152271080964806,0.750498646299454,4.1328810333534,0.117237606649144,0.280702990065631,0.9757102186997
243,AK23,Dsg3,40X Dsg3 AK23 - 05.tif,zone 3,NA,NA,0.739663248648097,0.639480443776786,0.143729535049016,0.741300897867564,4.06901898325946,0.121543901525047,0.278356419569856,0.97733250342376
244,AK23,Dsg3,40X Dsg3 AK23 - 05.tif,zone 4,NA,NA,0.782306336088155,0.609683057481758,0.134980132877504,0.728680968292837,3.99629310991829,0.120633393223264,0.303494641771281,0.970023949838384
245,AK23,E-cad,40X E-cad AK23 - 01.tif,zone 1,NA,NA,0.403716018773595,0.852872848395129,0.160190872824831,0.826948208856239,6.11210013146696,0.145458276330565,0.33805588241739,0.918733266337278
246,AK23,E-cad,40X E-cad AK23 - 01.tif,zone 2,NA,NA,0.342278696051423,0.880345345667774,0.18355634325001,0.852462681699146,6.09484352754654,0.158209685569034,0.307119976786711,0.933202395860134
247,AK23,E-cad,40X E-cad AK23 - 01.tif,zone 3,NA,NA,0.362422405876951,0.886358667525735,0.176442804584786,0.8440152392613,6.15501462453653,0.156285866485146,0.287446670444804,0.944726131365779
248,AK23,E-cad,40X E-cad AK23 - 01.tif,zone 4,NA,NA,0.337794184266911,0.884094650110265,0.202560505603245,0.854423749617386,6.02138984075712,0.160632563251765,0.291231653302212,0.933631353695674
249,AK23,E-cad,40X E-cad AK23 - 02.tif,zone 1,NA,NA,0.394572308948066,0.87016259757082,0.187587713818179,0.831983039655817,5.9901153176209,0.155389713258151,0.289092562097558,0.942529093121465
250,AK23,E-cad,40X E-cad AK23 - 02.tif,zone 2,NA,NA,0.352096816651362,0.878005915795945,0.196024697431728,0.847471817161514,6.05364067723053,0.153942154916157,0.292770589449538,0.931613533565897
251,AK23,E-cad,40X E-cad AK23 - 02.tif,zone 3,NA,NA,0.433772921130497,0.907119327069485,0.15061977471025,0.824996450362208,6.42285957815672,0.198159305432199,0.348932932626209,0.931005852865951
252,AK23,E-cad,40X E-cad AK23 - 02.tif,zone 4,NA,NA,0.417472359963269,0.848439283404239,0.162369544950379,0.822102727612829,6.06413285238915,0.153287687362493,0.339564048094892,0.916026454488315
253,AK23,E-cad,40X E-cad AK23 - 03.tif,zone 1,NA,NA,0.386650474441384,0.859840951448237,0.191699585358792,0.837205530047954,5.95633103848793,0.146625321581453,0.263308103596732,0.948933356540522
254,AK23,E-cad,40X E-cad AK23 - 03.tif,zone 2,NA,NA,0.401429078665442,0.838531412306693,0.175013503252554,0.828358392170867,5.84069349070874,0.137917677649043,0.269601289608248,0.951189772670463
255,AK23,E-cad,40X E-cad AK23 - 03.tif,zone 3,NA,NA,0.318235578002245,0.876000941836157,0.21470216928299,0.860699019657858,5.84389306810193,0.142624507350704,0.249450052473358,0.953263040298952
256,AK23,E-cad,40X E-cad AK23 - 03.tif,zone 4,NA,NA,0.370823507805326,0.871757385982823,0.164697596908575,0.841485071421284,6.10562951598565,0.149473196982208,0.283423337791262,0.952032058796764
257,AK23,E-cad,40X E-cad AK23 - 04.tif,zone 1,NA,NA,0.324135843281298,0.875013505747464,0.21058931526224,0.857821577730164,5.95551882036545,0.143244439510843,0.282418092874042,0.936073713467623
258,AK23,E-cad,40X E-cad AK23 - 04.tif,zone 2,NA,NA,0.323580206101418,0.88814156428628,0.221916666494357,0.860576087644118,6.0099864535465,0.156500182136736,0.270000728051072,0.949989909930867
259,AK23,E-cad,40X E-cad AK23 - 04.tif,zone 3,NA,NA,0.340398285889195,0.85283361661387,0.20396887752739,0.850017429513995,5.78413758119183,0.135544285905707,0.278568834081424,0.936825828749604
260,AK23,E-cad,40X E-cad AK23 - 04.tif,zone 4,NA,NA,0.32211068258341,0.880165083346886,0.210642743074682,0.858829792538176,5.79482078601063,0.143821029070956,0.252215347434492,0.948583281575434
261,AK23,E-cad,40X E-cad AK23 - 05.tif,zone 1,NA,NA,0.327036404448526,0.856050947234529,0.197577485025344,0.853616626704758,5.81973376504838,0.132065507349721,0.262169030714455,0.949730630130619
262,AK23,E-cad,40X E-cad AK23 - 05.tif,zone 2,NA,NA,0.328391592694623,0.885910298166011,0.2016462384435,0.855413734312825,5.88505311014674,0.149696251825677,0.272023534373827,0.953404156904095
263,AK23,E-cad,40X E-cad AK23 - 05.tif,zone 3,NA,NA,0.351974023058872,0.865667773949751,0.171886580177425,0.843387897493453,5.77109196099421,0.139356687099886,0.279672424673354,0.954178246899013
264,AK23,E-cad,40X E-cad AK23 - 05.tif,zone 4,NA,NA,0.346950923375166,0.834787530096237,0.204992920018973,0.846848899432031,5.60488945776467,0.128968522572782,0.270738657030986,0.940877191840455
265,AK23,F-actin,40X F-actin AK23 - 01.tif,zone 1,0.139012183955598,8.08,0.339945372921131,0.857764848781462,0.169991438072525,0.844903945685814,4.98704154631628,0.134073317605422,0.31200172409067,0.947856975067616
266,AK23,F-actin,40X F-actin AK23 - 01.tif,zone 2,0.15799854095391,10.36,0.371547433935313,0.843431238125997,0.154447265193757,0.832191620752984,4.69935054243085,0.132241092001474,0.317457075359326,0.95275388330611
267,AK23,F-actin,40X F-actin AK23 - 01.tif,zone 3,0.175140190688405,9.44,0.363652892561983,0.857004493859461,0.156285649669271,0.833846439138863,4.84930210369852,0.138744880913711,0.341024548308945,0.944786250780855
268,AK23,F-actin,40X F-actin AK23 - 01.tif,zone 4,0.199513804179634,10.84,0.374934261810019,0.843429901154177,0.155624975480905,0.831748907084311,4.75092481749368,0.1329935011977,0.314994653358145,0.955873821261508
269,AK23,F-actin,40X F-actin AK23 - 02.tif,zone 1,0.204764551687739,10.6,0.348978930721355,0.823916285468479,0.188230821450351,0.840909359589158,4.44251104556054,0.119994779695253,0.32592599033158,0.93340291364763
270,AK23,F-actin,40X F-actin AK23 - 02.tif,zone 2,0.187259674715633,9.12,0.334311825323946,0.843948290250605,0.193902974629184,0.847956437268306,4.79550308649535,0.124541881296105,0.307354895099875,0.941947982332322
271,AK23,F-actin,40X F-actin AK23 - 02.tif,zone 3,0.196737313083133,10.64,0.358625517804306,0.845566414602265,0.154548764030724,0.834945541271299,4.71593799884129,0.132939616523428,0.367250214325528,0.90937554776304
272,AK23,F-actin,40X F-actin AK23 - 02.tif,zone 4,0.202377654446775,11.84,0.325764075094378,0.820098268737013,0.196975934460351,0.850024931129477,4.73748083423945,0.115687284417873,0.307547054756006,0.936408195057647
273,AK23,F-actin,40X F-actin AK23 - 03.tif,zone 1,0.229719488179443,10.72,0.35709898989899,0.805697226315094,0.193754802241319,0.838448215488216,4.23627153290685,0.115674907262127,0.313464663469634,0.936567961487698
274,AK23,F-actin,40X F-actin AK23 - 03.tif,zone 2,0.195596595011263,10.88,0.360635098459341,0.805504777000559,0.191402410572926,0.83672619902731,4.29893486694535,0.115746007877757,0.320256798742277,0.923565692565035
275,AK23,F-actin,40X F-actin AK23 - 03.tif,zone 3,0.204500355736306,9.8,0.347933598612387,0.853459443956975,0.163361348459125,0.840362180729857,4.69539338944728,0.134625175752415,0.342516905699836,0.9301506500895
276,AK23,F-actin,40X F-actin AK23 - 03.tif,zone 4,0.210197312136864,10.52,0.363051657994082,0.798468035809518,0.182512853429018,0.833956335237901,4.27253143166159,0.114520787112454,0.35933608050751,0.913977627344956
277,AK23,F-actin,40X F-actin AK23 - 04.tif,zone 1,0.213433033403886,10.4,0.332645342312009,0.861300705518899,0.163174296602689,0.84729812604156,4.7445386501764,0.133018620321383,0.29475082241741,0.95487520334195
278,AK23,F-actin,40X F-actin AK23 - 04.tif,zone 2,0.211340504130941,11.72,0.365166003469034,0.839259473160231,0.164788057146099,0.834186762915349,4.58242048008929,0.13017992750918,0.292173875504992,0.964757849025827
279,AK23,F-actin,40X F-actin AK23 - 04.tif,zone 3,0.233530915551803,11.28,0.355706478930721,0.855950900025801,0.161812064493579,0.838302081420263,4.60968569650954,0.136551878914207,0.304739712214934,0.958519682821762
280,AK23,F-actin,40X F-actin AK23 - 04.tif,zone 4,0.182106356805366,10.16,0.369529048056321,0.847324835763977,0.167352746256103,0.835975908750808,4.62273784777252,0.134948234631807,0.274313560936173,0.971065936941398
281,AK23,F-actin,40X F-actin AK23 - 05.tif,zone 1,0.189882937233255,8.24,0.30748205285175,0.889953819849242,0.160272742207663,0.857864109954766,4.97443432378172,0.14670470603022,0.292390592329353,0.97096228353041
282,AK23,F-actin,40X F-actin AK23 - 05.tif,zone 2,0.211011420774128,9.64,0.360240628507295,0.856536078836012,0.155749021919532,0.836694976703057,4.70263429644577,0.139416270962484,0.322561477050002,0.950040907632055
283,AK23,F-actin,40X F-actin AK23 - 05.tif,zone 3,0.207141759947933,8,0.335095388225691,0.859631768784616,0.160727111586909,0.844488534333231,4.79183468652826,0.134492494752109,0.329682491208263,0.941031954988559
284,AK23,F-actin,40X F-actin AK23 - 05.tif,zone 4,0.21164493160512,10.84,0.3355431486583,0.840814648905521,0.180639152491301,0.846242613508826,4.56597656399951,0.12688043824067,0.294990084216703,0.944244401323081
285,AK23,IF,40X IF AK23 - 01.tif,zone 1,0.201616182027285,8.64,0.338355820834609,0.865145661023113,0.174152451456919,0.847562492772846,5.33100045385387,0.136648366080476,0.296215164496784,0.93715257635268
286,AK23,IF,40X IF AK23 - 01.tif,zone 2,0.180843721278456,9.28,0.312713733292521,0.860681140412268,0.190823457000842,0.855227397714519,5.46916128497956,0.128949927443841,0.312994277900942,0.92318683166364
287,AK23,IF,40X IF AK23 - 01.tif,zone 3,0.208774009374502,8.88,0.31815059687787,0.868152902822352,0.179559933722804,0.854661559704792,5.52092595466877,0.135475766951532,0.294295759902513,0.946553630828769
288,AK23,IF,40X IF AK23 - 01.tif,zone 4,0.197273457042975,8.68,0.31338426691154,0.87698477596074,0.180953715263371,0.855919386627215,5.76824442025384,0.1393212948357,0.301141177220565,0.937662661270487
289,AK23,IF,40X IF AK23 - 02.tif,zone 1,0.210842046792959,9.52,0.325151770227528,0.867669298576048,0.170453897377587,0.852121890623406,5.79255634394228,0.137835699081042,0.313651910071439,0.929142483547299
290,AK23,IF,40X IF AK23 - 02.tif,zone 2,0.20887332888534,8.24,0.31624415875931,0.87380402335497,0.176617244062762,0.855479934870591,5.76078107821924,0.13717832441833,0.304043655150461,0.934477573772541
291,AK23,IF,40X IF AK23 - 02.tif,zone 3,0.221521035107908,8.44,0.304879848995001,0.884996183228373,0.181311873185237,0.86127983879196,5.86825190548122,0.142860394615069,0.303261482701913,0.936019993298682
292,AK23,IF,40X IF AK23 - 02.tif,zone 4,0.158391579364179,8.56,0.320804132231405,0.876394237332669,0.163260766290264,0.853260361357685,5.97647419337148,0.139701961717049,0.317504525780008,0.940597026868887
293,AK23,IF,40X IF AK23 - 03.tif,zone 1,0.174443764360506,8.64,0.303532986429956,0.881589215045065,0.192261595327946,0.860040708431113,5.7892881202422,0.138885510672359,0.318184128602679,0.923134738425755
294,AK23,IF,40X IF AK23 - 03.tif,zone 2,0.203670800156809,11.28,0.329744342414039,0.865198927424291,0.166550749243998,0.84764395724926,5.83793881779605,0.135141044544409,0.320332015973713,0.93330712921224
295,AK23,IF,40X IF AK23 - 03.tif,zone 3,0.154098888330868,9.28,0.329136230996837,0.867926084779196,0.179217892677818,0.851043382477979,5.80462511491242,0.137340443640367,0.305976397080927,0.941920337449487
296,AK23,IF,40X IF AK23 - 03.tif,zone 4,0.18136273553785,9.32,0.327230996837057,0.868824802936262,0.17695239241545,0.853125050164949,5.91714771950889,0.137011761182501,0.304510117776768,0.933533230626391
297,AK23,IF,40X IF AK23 - 04.tif,zone 1,0.167881394522366,8.08,0.315111998775635,0.874497133143678,0.178104926184219,0.855805696697616,5.70950197070137,0.138220172354528,0.319560447584289,0.925458052813641
298,AK23,IF,40X IF AK23 - 04.tif,zone 2,0.180093256717178,9.36,0.320974502601775,0.860158313075082,0.192256866444391,0.852803125531408,5.59610692996684,0.132366007417588,0.29416150939477,0.935957272464834
299,AK23,IF,40X IF AK23 - 04.tif,zone 3,0.179654412231454,10.84,0.335564962758902,0.864550901383633,0.164413391679484,0.846092425942931,5.83214034963147,0.138474478363579,0.330716021558378,0.936403581764419
300,AK23,IF,40X IF AK23 - 04.tif,zone 4,0.196798588493467,11.32,0.333340761146822,0.851241127714129,0.174827472248438,0.846227760432609,5.47378141949757,0.131477119871777,0.312493959097611,0.935679840774332
301,AK23,IF,40X IF AK23 - 05.tif,zone 1,0.179724424592406,9.56,0.348333282318131,0.869937016053057,0.154437522776812,0.8409157177839,5.66396065547527,0.142865650547921,0.338845577342906,0.930927066643411
302,AK23,IF,40X IF AK23 - 05.tif,zone 2,0.186306884126163,8.52,0.313706774818896,0.874900626488295,0.172278601097146,0.855093725980342,5.65620016864698,0.139642900100487,0.319456483239991,0.924356792005761
303,AK23,IF,40X IF AK23 - 05.tif,zone 3,0.198972616656108,10.12,0.334005101520253,0.878846672459008,0.168599374025304,0.8509150630888,5.9165355009198,0.145361601270222,0.308818602566013,0.937221912034869
304,AK23,IF,40X IF AK23 - 05.tif,zone 4,0.163987164127691,9.76,0.341617794102643,0.859789494629692,0.176822120785558,0.847193578546407,5.86247049440022,0.137287700971729,0.298943311307136,0.938001427861588
305,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 01.tif,zone 1,NA,NA,0.663738414447505,0.772468486315126,0.112603373283088,0.745378965921845,4.50300251248349,0.148860962037251,0.311147089699528,0.971604775890285
306,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 01.tif,zone 2,NA,NA,0.646327925721865,0.762867091597745,0.120203289001133,0.749694513314968,4.51265962534891,0.143328296952857,0.31332702193396,0.963794016216022
307,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 01.tif,zone 3,NA,NA,0.681412529333742,0.740764399918572,0.118354490799353,0.744077684930109,4.53960325373078,0.144394848274814,0.332892253436832,0.95502945906368
308,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 01.tif,zone 4,NA,NA,0.618539904091419,0.757869843633319,0.123312605877912,0.754753747066626,4.53612398530116,0.13863886223596,0.309583747786367,0.962237974876586
309,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 02.tif,zone 1,NA,NA,0.616539036832976,0.778923794978646,0.126156192862507,0.757520596197667,4.55300059737827,0.149965511161794,0.305861714229302,0.96396578145605
310,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 02.tif,zone 2,NA,NA,0.737048362411999,0.730717997740233,0.10585237216803,0.732437971975649,4.40370975836539,0.143250017532009,0.334300827242911,0.962092821587661
311,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 02.tif,zone 3,NA,NA,0.604945179063361,0.768253468072567,0.128883474001453,0.759867338196783,4.58779805789868,0.151163832535612,0.316145299511283,0.961603713217755
312,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 02.tif,zone 4,NA,NA,0.714154463830221,0.724157088442571,0.116672163601549,0.735772799714315,4.3085179795979,0.140408183386385,0.320769351658745,0.966065519165407
313,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 03.tif,zone 1,NA,NA,0.566726334047546,0.794595616130435,0.126702278835345,0.768500738700133,4.747544306681,0.145204414637367,0.314946658475502,0.962423376130001
314,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 03.tif,zone 2,NA,NA,0.771694490358127,0.718742911509393,0.102247395309694,0.725337805155936,4.47221624752425,0.148716936793616,0.362481097650134,0.960991828946062
315,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 03.tif,zone 3,NA,NA,0.681005764717886,0.746391143674636,0.118391912817908,0.746242395358102,4.43099433605787,0.143037014346401,0.298958510124309,0.976593189218029
316,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 03.tif,zone 4,NA,NA,0.651438455259667,0.758109370245762,0.120835545890108,0.748853603373805,4.52645725269608,0.145488722071532,0.318048209118589,0.966616332798068
317,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 04.tif,zone 1,NA,NA,0.728018702173247,0.71612388038205,0.112098316158824,0.732899988266503,4.24502004581173,0.137085802488015,0.294550421707445,0.977839588718654
318,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 04.tif,zone 2,NA,NA,0.725552892561984,0.725272820613704,0.10977186140821,0.734567042308608,4.38096319778582,0.141740814165638,0.315980186802018,0.964875031270978
319,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 04.tif,zone 3,NA,NA,0.689109325579023,0.733189325602237,0.11849644711348,0.738966845559977,4.27263893025066,0.142414994621205,0.293559364107184,0.980452002573508
320,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 04.tif,zone 4,NA,NA,0.65847418630752,0.769388236232406,0.118132606574214,0.747234403632282,4.4452275513395,0.144487879220444,0.287327982359654,0.977058735914118
321,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 05.tif,zone 1,NA,NA,0.853174349556168,0.621991416382685,0.114951562487976,0.713472433789555,4.00812672161083,0.131113084579724,0.327163137498657,0.962184554617122
322,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 05.tif,zone 2,NA,NA,0.875036975818794,0.661324617666553,0.108315768576194,0.715134686086454,4.11409604513284,0.137860422121942,0.313678607459543,0.976555234619656
323,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 05.tif,zone 3,NA,NA,0.811106887052342,0.678819003021774,0.107134894868322,0.717533321939938,4.10263411331258,0.138942368065427,0.310336510737599,0.975720921236678
324,AK23+CS,Dsg3,40X Dsg3 CS+AK23 - 05.tif,zone 4,NA,NA,0.765013008876645,0.706437680566174,0.109925434117314,0.727855127367956,4.27119747155033,0.140737876210374,0.321930708278499,0.968510900121942
325,AK23+CS,E-cad,40X E-cad CS+AK23 - 01.tif,zone 1,NA,NA,0.312171339659218,0.898713872385279,0.208038437229767,0.862649392433231,5.92800938001413,0.154576131788603,0.253516700682404,0.961233105851187
326,AK23+CS,E-cad,40X E-cad CS+AK23 - 01.tif,zone 2,NA,NA,0.335895786144271,0.901125087873658,0.193421808856348,0.852119082406557,6.12724931102956,0.167797015058289,0.284563545608867,0.942687488008588
