imagingFolder,Treatment,imageFileName,imagingType,imageIntEntire,CV,Iso,Aniso,Theta,Contrast,Correlation,Energy,Homogeneity,Entropy,Std,Mean,Range,ii,jj
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.715159422507907,0.735216028092214,0.130000412425329,0.738431546100738,4.01726507809306,0.141778962403286,0.273378125,0.96875,1,1
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.95098408325681,0.527571496022484,0.120543184960502,0.693701875658946,3.7438745860767,0.117382474501466,0.350256666666665,0.933333333333333,1,2
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.780190796857464,0.754717211716099,0.104283313059462,0.726833299323198,4.17464525947691,0.154000379591824,0.302528125,1,1,3
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.735484644424038,0.728505238467371,0.107295418824142,0.729986591504268,4.31205607923085,0.139032509918115,0.32905,0.973684210526316,1,4
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.903953168044077,0.590639409071703,0.0958635994503558,0.694461708839234,4.21729021432475,0.127268213342568,0.411205405405406,0.945945945945946,1,5
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.896617181920212,0.671242074612645,0.0863083725339958,0.701769462299765,4.13229002825714,0.145701938249796,0.348187096774197,0.967741935483871,1,6
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.845568309356188,0.661630773177983,0.0915283844400676,0.711517391932796,4.08267797869954,0.139620689393435,0.340645161290326,0.967741935483871,1,7
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.09683756759514,0.656866190288956,0.0677707506860767,0.668858998231473,3.94265664044585,0.152739199194822,0.356819230769231,0.961538461538462,1,8
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.937315069890827,0.726098641594128,0.0873916923915809,0.70544878073666,4.14049097077879,0.158960411442736,0.346441379310344,1,1,9
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.01230359147026,0.69190036180131,0.0843437480279821,0.686542797503656,4.05674808894299,0.159693309470637,0.353788888888886,1,1,10
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.977486991123355,0.457679671053922,0.129512534581915,0.694270848212767,3.65838642560392,0.118036842052299,0.363685185185181,0.962962962962963,2,1
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.858282573206816,0.494960363721195,0.132875925030388,0.710770911981771,3.65778790853902,0.113956409593543,0.306632142857142,0.964285714285714,2,2
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.26772548719518,0.495616872518554,0.0769911234148786,0.652272543253604,3.7059507619311,0.136209323704213,0.403187499999998,0.958333333333333,2,3
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.659731404958678,0.531935764027588,0.202003696812539,0.751847315750094,3.45734764403549,0.102411868360207,0.226789655172413,1,2,4
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.638933527191103,0.769522865759987,0.105172098011317,0.748815745842261,4.38798193503881,0.142059986617378,0.2724425,0.975,2,5
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.61263136414652,0.331412677778396,0.0696743084862231,0.618987990171071,3.5124952094892,0.128589601987554,0.436822727272731,0.909090909090909,2,6
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.04444495459647,0.62078098555973,0.106003869044542,0.688121960344183,3.91847918598229,0.144978887948884,0.394277777777776,0.925925925925926,2,7
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.06973344556678,0.672562369265592,0.0697703094718507,0.673618742135156,3.9405408189098,0.154792263443231,0.360107692307689,0.961538461538462,2,8
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.837851239669422,0.711180699492211,0.0832105244349808,0.710864958507635,4.20430706901585,0.146926732067616,0.327215625,1,2,9
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.14350729517396,0.654969479105717,0.0723762232353536,0.668219594939292,3.85936884209365,0.157945356738458,0.349358333333332,1,2,10
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.962177073767983,0.705881101550333,0.0880853459748131,0.69598769258239,4.04187913423317,0.158097777767814,0.333874999999998,0.964285714285714,3,1
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.631851086623814,0.73652026851776,0.183562626405897,0.760104793728531,3.82791643331802,0.138997065300015,0.248590322580647,1,3,2
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.957053872053872,0.775267858259957,0.065604553788564,0.694204192599394,4.22959850265921,0.178444638885211,0.321914285714286,1,3,3
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.916402152841547,0.718593680573741,0.0737921059477178,0.696863062442608,4.28297965873996,0.149735913287636,0.350481818181815,0.96969696969697,3,4
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.514176359555147,0.718140229840328,0.145610602865324,0.77278742815359,4.24970949533579,0.115254969246497,0.223865217391304,0.978260869565217,3,5
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.1804476584022,0.484111610665917,0.0881417228558705,0.658817153011597,3.59421142130628,0.124186470132364,0.351692000000002,0.92,3,6
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.00290404040404,0.497130922531456,0.118082858091796,0.69266384382546,3.76099565314856,0.123370660930492,0.379746428571428,0.928571428571429,3,7
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.899011070298949,0.704523770522199,0.0773044832814265,0.700779882154882,4.22271767476531,0.149342016955749,0.361665625,0.96875,3,8
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.866004489337823,0.650601576586698,0.0895402407063923,0.704939529979934,4.10304647707814,0.13962142268374,0.354780645161293,0.967741935483871,3,9
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.700517804305683,0.754262737728838,0.0966312002938155,0.740493406285073,4.29814463804374,0.144199589335066,0.283780000000004,1,3,10
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.942540302009999,0.655362542057062,0.100249847116922,0.69487399244975,3.94121951345147,0.145603344041732,0.330610714285715,0.964285714285714,4,1
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,1.11887536986022,0.680283580527513,0.0621328076590439,0.668688195082134,4.20175869729237,0.160796376413033,0.42139655172414,0.96551724137931,4,2
01 Dsg3,01 Control,40X Dsg3 C - 01.tif,Dsg3,10.2970422108968,NaN,NaN,NaN,NaN,0.688388429752066,0.732769794061561,0.098535294614252,0.73300786909499,4.41779486032653,0.13270956500261,0.311404761904766,0.976190476190476,4,3
