"","antibodyName","doseLevel","treatmentTime","imagingType","imageFileName","zone","CV","Iso","ContrastN","CorrelationN","EnergyN","HomogeneityN","EntropyN","StdN","MeanN","RangeN"
"4451","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-13-Image Export-59.tif","zone 3",0.180181974463831,8.88,0.540481226405469,0.884840964850652,0.151789088953279,0.808274802984146,5.58345843327982,0.211112256893366,0.369529907526881,0.968881720430108
"4452","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-13-Image Export-59.tif","zone 4",0.189074539211436,8.91666666666667,0.488752922745978,0.909153929407657,0.171521077644491,0.825476011189132,5.55848698654968,0.219218260276702,0.348922689078168,0.978225806451613
"4453","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-14-Image Export-60.tif","zone 1",0.159720630186276,9.56,0.515929588817468,0.868268241816626,0.165887256584113,0.807618771748267,5.5208640593832,0.177928069734136,0.34531828526382,0.960357176250584
"4454","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-14-Image Export-60.tif","zone 2",0.16565084480853,8.72,0.370772288541985,0.876022910595609,0.261358889400717,0.853484555924808,5.17044916675721,0.164725970708087,0.246704967847574,0.979586487172974
"4455","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-14-Image Export-60.tif","zone 3",0.144812974916119,9.04,0.622484644424038,0.878787042564974,0.106526696819218,0.783381849835537,5.70042154009228,0.215224482026845,0.429383612903226,0.943741935483871
"4456","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-14-Image Export-60.tif","zone 4",0.16776665802423,8.16,0.45857561473319,0.909486512502513,0.189846401171654,0.8303756926164,5.52338333286114,0.208488503487084,0.314994036197646,0.980645161290323
"4457","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-15-Image Export-61.tif","zone 1",0.1426611961716,5.45833333333333,0.296631785021937,0.899362122743455,0.342925814980862,0.885423625332611,4.94305203047775,0.157796763626231,0.183413382896505,0.995967741935484
"4458","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-15-Image Export-61.tif","zone 2",0.172247220284465,6.12,0.336699102132435,0.906916954983559,0.265363373748893,0.869227958881747,5.22843031522502,0.178841790450078,0.21950242359302,0.994322580645161
"4459","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-15-Image Export-61.tif","zone 3",0.200814934847143,8.625,0.3536397859062,0.867289784471813,0.24504181046726,0.854382008415889,5.17004768815121,0.15110842345693,0.233933569571688,0.977631204158656
"4460","HLA","10ug","24h","IF","63X-IF-HLA-10-24h-15-Image Export-61.tif","zone 4",0.156483124214091,6.83333333333333,0.353882745808251,0.886306864392933,0.263044809127739,0.862319307062731,5.16881637701823,0.168636125789859,0.2172881161712,0.984408602150538
"4461","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-01-Image Export-110.tif","zone 1",NA,NA,0.495559126619733,0.791920737981726,0.240012060491316,0.815874720604628,4.51539445811099,0.143891081264494,0.175636545250395,1
"4462","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-01-Image Export-110.tif","zone 2",NA,NA,0.426786477995443,0.813825795782445,0.274173939147762,0.838423541749668,4.55832186181264,0.142929079248133,0.150956926576093,1
"4463","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-01-Image Export-110.tif","zone 3",NA,NA,0.456875296664493,0.800062852039376,0.276560628651455,0.830455399985593,4.39732780600134,0.142118977229795,0.16008608496012,1
"4464","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-01-Image Export-110.tif","zone 4",NA,NA,0.485418080674998,0.783148510447647,0.231271971069261,0.81844785499029,4.59244726151167,0.141244043949317,0.164624070844599,1
"4465","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-02-Image Export-111.tif","zone 1",NA,NA,0.516229200676802,0.753506324336874,0.231407625079477,0.808747400223779,4.47315703976545,0.133190894015908,0.175215424050038,1
"4466","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-02-Image Export-111.tif","zone 2",NA,NA,0.47703369886835,0.785393866873548,0.245384738386462,0.82078829829022,4.62806855856956,0.139076015393022,0.172121792756127,1
"4467","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-02-Image Export-111.tif","zone 3",NA,NA,0.423092052681699,0.81132742907734,0.28927402508974,0.840939282217112,4.3515274142775,0.141780693572456,0.155441088159423,1
"4468","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-02-Image Export-111.tif","zone 4",NA,NA,0.440577212723677,0.820155211948451,0.283823881654939,0.837609386108965,4.50055158554886,0.147568184389098,0.152927921676677,1
"4469","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-03-Image Export-112.tif","zone 1",NA,NA,0.455053488330827,0.819579255243497,0.251624477460766,0.829366012452145,4.57337708228827,0.14742907988141,0.1703993543086,1
"4470","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-03-Image Export-112.tif","zone 2",NA,NA,0.447704379655137,0.831541904937345,0.277425279843497,0.834331244544208,4.5865167323668,0.153265666004255,0.171892196425215,1
"4471","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-03-Image Export-112.tif","zone 3",NA,NA,0.435147317025474,0.782181553850759,0.288316070380037,0.83719750753284,4.40325438622623,0.132503039838599,0.14559933461689,1
"4472","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-03-Image Export-112.tif","zone 4",NA,NA,0.504136939683026,0.808506470121601,0.198845929933071,0.808393216349603,4.86294754712167,0.148962224638568,0.189175346796181,1
"4473","HLA","10ug","24h","RhoA","63X-RhoA-HLA-10-24h-04-Image Export-113.tif","zone 1",NA,NA,0.436041710029589,0.838629961098307,0.177486697040835,0.819368264292759,4.99305242668528,0.142930152787363,0.251384901862701,0.973399699909881
